Numero Ocorrencia,Data,,,Hora,Uf,,Br,Km,Latitude,Longitude,Natureza Enquadramento,,,Municipio,Envolvimento,Qtd Assalto a Caminhão,Qtde Envolvido,Qtde Veiculo
C2313941170617030800,16/6/2017,"Sexta-feira, 16 de Junho de 2017",2017-06-16,20,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,CRISOPOLIS,Vítima,1,1,4
C2313952170203113500,1/2/2017,"Quarta-feira, 1 de Fevereiro de 2017",2017-02-01,23,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,IBOTIRAMA,Vítima,1,1,1
C2313969170422020100,22/4/2017,"Sábado, 22 de Abril de 2017",2017-04-22,2,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,VARZEA GRANDE,Autor,1,1,1
C2313969170422020100,22/4/2017,"Sábado, 22 de Abril de 2017",2017-04-22,2,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,VARZEA GRANDE,Vítima,1,1,1
C2314312170310082800,9/3/2017,"Quinta-feira, 9 de Março de 2017",2017-03-09,23,PA,PARÁ,010 ,288,-1.912199,-47.520899,461,ROUBO A CAMINHÃO,ROUBO,MAE DO RIO,Vítima,1,1,2
C2314312170521102700,20/5/2017,"Sábado, 20 de Maio de 2017",2017-05-20,14,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,IPIXUNA DO PARA,Vítima,1,1,2
C2315065170604095700,3/6/2017,"Sábado, 3 de Junho de 2017",2017-06-03,18,MA,MARANHÃO,135 ,224,-4.366399,-44.347499,461,ROUBO A CAMINHÃO,ROUBO,CAPINZAL DO NORTE,Vítima,1,1,2
C2316018170428012300,28/4/2017,"Sexta-feira, 28 de Abril de 2017",2017-04-28,0,TO,TOCANTINS,226 ,70,-6.849899,-47.965199,461,ROUBO A CAMINHÃO,ROUBO,WANDERLANDIA,Vítima,1,1,1
C2326604170623105600,22/6/2017,"Quinta-feira, 22 de Junho de 2017",2017-06-22,21,PA,PARÁ,010 ,19,-4.283799,-47.558299,461,ROUBO A CAMINHÃO,ROUBO,DOM ELISEU,Vítima,1,1,1
C2390343170527183600,25/5/2017,"Quinta-feira, 25 de Maio de 2017",2017-05-25,3,GO,GOIÁS,364 ,278,-17.636999,-52.372599,461,ROUBO A CAMINHÃO,ROUBO,MINEIROS,Vítima,1,1,1
